[163, 212, 173, 222, '5', 0.9808300733566284, 7]
[159, 225, 179, 273, 'I', 0.9958223104476929, 36]
[467, 380, 540, 453, 'Rs', 0.32468488812446594, 54]
[508, 372, 581, 443, '', 0.47531142830848694, 53]
[553, 370, 624, 439, '', 0.4909760057926178, 51]
[602, 374, 675, 443, '', 0.1916627138853073, 51]
[647, 374, 719, 446, '34', 0.18149209022521973, 54]
[717, 403, 727, 413, '', 0.3577478528022766, 7]
[470, 426, 500, 464, 'S', 0.47374919056892395, 28]
[531, 446, 556, 472, '&', 0.767150342464447, 19]
[469, 466, 498, 505, '6', 0.4588961601257324, 29]
[472, 515, 495, 543, '@', 0.5205841064453125, 21]
[523, 527, 592, 596, 'B', 0.3221469819545746, 51]
[464, 556, 536, 627, '84', 0.17819306254386902, 53]
[466, 592, 490, 617, 'h', 0.47226282954216003, 18]
[523, 569, 594, 642, 'Be', 0.23261786997318268, 54]
[619, 581, 647, 604, '1', 0.8948662877082825, 17]
[643, 561, 714, 629, 'e', 0.3200485110282898, 51]
[533, 624, 559, 647, 'S', 0.296005517244339, 17]
[581, 583, 653, 653, 'R', 0.3280050456523895, 52]
[643, 606, 694, 653, 'GU', 0.43850255012512207, 35]
[313, 449, 326, 477, '-', 0.9235842227935791, 21]
[314, 472, 324, 482, '-', 0.27087971568107605, 7]
[314, 507, 324, 520, '3', 0.37612539529800415, 9]
[314, 517, 324, 527, '+', 0.9983797073364258, 7]
[314, 523, 324, 533, '-', 0.8742862939834595, 7]
[712, 438, 734, 462, 'S', 0.8219380974769592, 18]
[689, 459, 726, 495, '1', 0.4558705985546112, 27]
[704, 522, 721, 540, '1', 0.8961220979690552, 13]
[691, 556, 730, 599, 'SU', 0.3509766459465027, 32]
[457, 708, 467, 721, '-', 0.2714802324771881, 9]
[454, 714, 472, 813, '-', 0.8464862704277039, 74]
